zipcode,daily commute time,violent_crime_index,property_crime_index,household income,population,average age,race white percentage,race black percentage,race asian percentage,race hispanic percentage,race other percentage,average score,teacher student ratio,freelunch ratio,ethnic african ratio,ethnic asian ratio,ethnic hispanic ratio,ethnic white student ratio,ethnic two_or_more ratio,ethnic others ratio
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,15.95,46.6,6.6,13.37,1.49,72.28,8.75,2.97,1.14
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,55.43,23.3,80.4,7.57,2.85,83.21,4.06,1.65,0.66
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,45,20.4,79.4,18.06,2.69,72.91,1.92,3.42,1
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,43.63,22.3,84.6,18.5,6.67,68.94,1.96,2.38,1.55
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,60.03,23.9,75.8,10.54,7.4,75.78,4.93,1.35,0
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,75.55,25.4,62.2,8.24,12.55,64.04,10.11,4.49,0.57
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,9.21,14,77.2,21.84,1.94,68.93,1.46,4.85,0.98
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,39.99,21.4,82.4,11.36,7.64,73.45,2.58,3.51,1.46
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,50.26,24,87.7,10.05,6.3,72.92,3.49,5.76,1.48
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,36.59,23.7,82.6,5.17,1.77,81.36,7.62,3.67,0.41
90304,26,57.4,66,"36,778","25,937",29.3,2.6,4.1,1.5,91.2,0.6,,,,,,,,,
93544,0,24.5,31.2,"52,000","1,099",58.6,64.2,4.4,0,18.8,12.6,,,,,,,,,
90717,26,38.3,44.2,"56,245","21,740",39.8,38.8,2.7,15.3,36.3,6.9,39.52,23.5,86.1,15.06,7.43,69.52,5.16,0.99,1.84
90717,26,38.3,44.2,"56,245","21,740",39.8,38.8,2.7,15.3,36.3,6.9,50.06,23.4,85.2,13.99,4.78,65.19,11.77,3.07,1.2
90717,26,38.3,44.2,"56,245","21,740",39.8,38.8,2.7,15.3,36.3,6.9,72.94,24.9,65,9.07,19.2,53.8,11.08,4.11,2.74
90802,36,57.3,64.7,"44,984","40,226",37.4,33.9,16.5,8.9,36.9,3.8,46.59,23.7,88.9,18.85,3.1,68.51,3.55,4.88,1.11
90802,36,57.3,64.7,"44,984","40,226",37.4,33.9,16.5,8.9,36.9,3.8,23.79,25.3,93.2,9.39,1.06,86.82,1.52,1.06,0.15
90802,36,57.3,64.7,"44,984","40,226",37.4,33.9,16.5,8.9,36.9,3.8,27.71,26.5,94.5,11.09,8.17,76.19,2.31,1.54,0.7
90802,36,57.3,64.7,"44,984","40,226",37.4,33.9,16.5,8.9,36.9,3.8,37.45,26.8,87.1,18.17,3.57,71.43,3.26,2.95,0.62
90803,32,34.8,44.7,"72,025","32,116",37.4,72.6,2.6,6.2,15.3,3.3,90.02,24.3,34.8,11.33,11.33,33.43,28.9,14.45,0.56
90803,32,34.8,44.7,"72,025","32,116",37.4,72.6,2.6,6.2,15.3,3.3,93.86,29.7,15.3,2.28,5.51,21.24,59.95,10.08,0.94
90803,32,34.8,44.7,"72,025","32,116",37.4,72.6,2.6,6.2,15.3,3.3,35.4,23.8,83.8,23.3,3.93,54.97,9.69,7.33,0.78
90803,32,34.8,44.7,"72,025","32,116",37.4,72.6,2.6,6.2,15.3,3.3,97.23,28.3,13,2.17,7.34,14.67,57.34,17.66,0.82
90803,32,34.8,44.7,"72,025","32,116",37.4,72.6,2.6,6.2,15.3,3.3,92.06,26.7,23.8,6.55,9.2,20.23,55.98,7.24,0.8
90804,29,62.6,68.7,"44,629","40,225",37.4,25.5,11.8,13.1,46.2,3.4,45.87,23.6,79.3,13.26,9.39,55.52,11.33,9.12,1.38
90804,29,62.6,68.7,"44,629","40,225",37.4,25.5,11.8,13.1,46.2,3.4,27.9,28.9,91.6,15.49,8.73,70.61,2.94,1.96,0.27
90804,29,62.6,68.7,"44,629","40,225",37.4,25.5,11.8,13.1,46.2,3.4,35.18,28.2,88.2,11.62,13.27,68.25,0.88,5.31,0.67
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,28.45,26.3,94.9,13.94,5.02,75.25,1.34,2.34,2.11
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,19.98,22.7,91.6,34.5,4.77,52.84,2.94,3.67,1.28
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,36.57,25.9,92,15.54,4.48,71.4,1.91,2.96,3.71
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,31.78,26.9,83,8.52,7.43,76.25,2.45,3.54,1.81
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,28.82,24.3,92.4,13.3,4.95,76.48,1.32,1.32,2.63
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,37.07,26.8,89.6,12.06,12.06,67.11,1.97,2.74,4.06
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,25.62,23.6,86.6,17.28,4.96,72.23,1.6,0.97,2.96
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,38.92,26.3,94,9.63,0.95,86.57,0.27,1.49,1.09
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,24.42,25.1,94.1,21.46,6.67,62.93,1.3,1.95,5.69
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,23.1,25.2,92.6,13.74,7.19,73.81,1.28,1.41,2.57
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,37.56,22.8,91.9,13.7,5.12,74.85,2.71,1.36,2.26
90805,30,57.8,63.1,"45,197","96,069",29.9,8.7,20.4,11.6,55,4.3,48.97,26.1,91.7,21.12,2.84,69.12,0.66,2.04,4.22
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,38.56,25.1,76.9,18.29,18.44,49.93,3,8.25,2.09
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,36.7,30.3,95.5,8.46,12.93,73.8,0.71,3.29,0.81
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,38.15,28.5,83.1,16.99,2.57,74.25,1.24,4.02,0.93
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,65.94,21.3,66.9,27.46,8.22,45.07,15.26,3.29,0.7
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,39.75,25.8,95.2,18.72,4.18,72.38,0.63,1.99,2.1
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,38.56,25.1,76.9,18.29,18.44,49.93,3,8.25,2.09
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,36.7,30.3,95.5,8.46,12.93,73.8,0.71,3.29,0.81
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,38.15,28.5,83.1,16.99,2.57,74.25,1.24,4.02,0.93
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,65.94,21.3,66.9,27.46,8.22,45.07,15.26,3.29,0.7
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,39.75,25.8,95.2,18.72,4.18,72.38,0.63,1.99,2.1
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,38.56,25.1,76.9,18.29,18.44,49.93,3,8.25,2.09
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,36.7,30.3,95.5,8.46,12.93,73.8,0.71,3.29,0.81
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,38.15,28.5,83.1,16.99,2.57,74.25,1.24,4.02,0.93
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,65.94,21.3,66.9,27.46,8.22,45.07,15.26,3.29,0.7
90806,29,58.9,64.5,"43,785","42,587",31.5,8.7,16.1,16.6,50.5,8.1,39.75,25.8,95.2,18.72,4.18,72.38,0.63,1.99,2.1
90807,30,36.2,45.2,"72,276","32,395",41.1,34,17.5,18.6,25.6,4.3,22.63,27.8,90.2,31.48,9.95,46.98,3.43,4.73,3.43
90807,30,36.2,45.2,"72,276","32,395",41.1,34,17.5,18.6,25.6,4.3,64.47,30.3,64.3,21.99,18.91,42.41,9.55,5.1,2.04
90807,30,36.2,45.2,"72,276","32,395",41.1,34,17.5,18.6,25.6,4.3,87.64,18.1,26.2,11.23,6.42,34.22,39.04,9.09,0
90807,30,36.2,45.2,"72,276","32,395",41.1,34,17.5,18.6,25.6,4.3,70.63,30.3,43.3,16.87,14.57,37.03,18.16,12.38,0.99
90807,30,36.2,45.2,"72,276","32,395",41.1,34,17.5,18.6,25.6,4.3,80.41,30.8,42.3,16,20.19,37.71,13.9,11.24,0.96
90808,29,26.1,32.1,"96,824","38,487",41.8,58.6,4.3,9.1,23.2,4.8,63.34,28.4,55.6,13.57,11.02,47.45,20.71,5.41,1.84
90808,29,26.1,32.1,"96,824","38,487",41.8,58.6,4.3,9.1,23.2,4.8,51.89,23.9,49.9,10.55,7.47,45.49,27.25,8.35,0.89
90808,29,26.1,32.1,"96,824","38,487",41.8,58.6,4.3,9.1,23.2,4.8,90.65,27.2,22.8,3.17,8.12,27.33,45.35,15.45,0.58
90808,29,26.1,32.1,"96,824","38,487",41.8,58.6,4.3,9.1,23.2,4.8,71.94,24.9,29.7,8.78,8.29,32.11,37.13,12.73,0.96
90808,29,26.1,32.1,"96,824","38,487",41.8,58.6,4.3,9.1,23.2,4.8,84.71,27.1,44.3,10.93,11.07,40.85,29.1,7.24,0.81
90808,29,26.1,32.1,"96,824","38,487",41.8,58.6,4.3,9.1,23.2,4.8,84.77,23.7,51.3,2.65,1.77,74.34,13.27,5.75,2.22
90808,29,26.1,32.1,"96,824","38,487",41.8,58.6,4.3,9.1,23.2,4.8,88,30,27.1,4.56,3.08,63.38,18.25,9.99,0.74
90808,29,26.1,32.1,"96,824","38,487",41.8,58.6,4.3,9.1,23.2,4.8,72.15,25.1,49.5,11.73,6.49,45.13,28.8,6.7,1.15
90808,29,26.1,32.1,"96,824","38,487",41.8,58.6,4.3,9.1,23.2,4.8,88.9,25.5,25.5,7.82,10.66,33.22,37.76,8.73,1.81
90808,29,26.1,32.1,"96,824","38,487",41.8,58.6,4.3,9.1,23.2,4.8,62.6,27.6,51,13.98,13.32,40.13,20.23,10.86,1.48
90810,28,48.3,54.4,"49,087","38,769",32.4,5.9,11.8,22.9,50,9.4,33.25,24,87,12.67,11.96,70.73,1.57,0.59,2.48
90810,28,48.3,54.4,"49,087","38,769",32.4,5.9,11.8,22.9,50,9.4,38.82,24.6,87.1,5.11,4.93,80.81,3.35,1.23,4.57
90810,28,48.3,54.4,"49,087","38,769",32.4,5.9,11.8,22.9,50,9.4,42.82,24.1,92.6,5.61,13.1,77.94,0.4,1.87,1.08
90810,28,48.3,54.4,"49,087","38,769",32.4,5.9,11.8,22.9,50,9.4,40.81,23.8,84.2,15.11,26.37,50.27,1.37,3.85,3.03
90810,28,48.3,54.4,"49,087","38,769",32.4,5.9,11.8,22.9,50,9.4,69.63,25.3,82,12.17,16.8,62.67,1.36,3.72,3.28
90810,28,48.3,54.4,"49,087","38,769",32.4,5.9,11.8,22.9,50,9.4,34.76,23.9,84.6,24.65,6.95,61.89,2.39,0.76,3.36
90810,28,48.3,54.4,"49,087","38,769",32.4,5.9,11.8,22.9,50,9.4,11.89,20.8,85.3,12.43,4.52,75.14,2.82,2.26,2.83
90810,28,48.3,54.4,"49,087","38,769",32.4,5.9,11.8,22.9,50,9.4,26.35,25.1,92.2,11.94,13.24,67.61,1.06,2.48,3.67
90810,28,48.3,54.4,"49,087","38,769",32.4,5.9,11.8,22.9,50,9.4,36.83,24.1,88.7,22.17,8.63,58.04,2.54,3.38,5.24
90813,31,67.1,70.7,"31,215","60,935",27.6,5.1,10.4,14.4,66.8,3.3,11.74,40.2,72.4,13.06,6.59,68.28,9.33,1,1.74
90813,31,67.1,70.7,"31,215","60,935",27.6,5.1,10.4,14.4,66.8,3.3,31.2,24.8,85.6,12.45,5.01,77.17,1.47,3.42,0.48
90813,31,67.1,70.7,"31,215","60,935",27.6,5.1,10.4,14.4,66.8,3.3,35.8,28.3,90.7,6.43,11.32,79.71,1.27,1.18,0.09
90813,31,67.1,70.7,"31,215","60,935",27.6,5.1,10.4,14.4,66.8,3.3,63.95,25.2,65.4,18.91,22.65,42.77,11,2.82,1.85
90813,31,67.1,70.7,"31,215","60,935",27.6,5.1,10.4,14.4,66.8,3.3,34.92,29,90.2,7.63,4.37,84,0.74,2.33,0.93
90813,31,67.1,70.7,"31,215","60,935",27.6,5.1,10.4,14.4,66.8,3.3,32.89,25.7,95.8,9.42,3.39,83.44,0.91,2.29,0.55
90813,31,67.1,70.7,"31,215","60,935",27.6,5.1,10.4,14.4,66.8,3.3,18.85,27.4,85,9.16,15.89,70.47,0.84,3.46,0.18
90814,32,42.4,51.4,"55,111","18,175",37.4,57.6,5.9,6,26.5,4,32.77,27.6,88.3,12.9,5.42,71.1,4.13,4.65,1.8
90814,32,42.4,51.4,"55,111","18,175",37.4,57.6,5.9,6,26.5,4,91.1,29.8,25.8,4.78,8.6,27.53,40.73,17.4,0.96
90815,29,29.3,36.5,"79,525","40,359",37.6,60.2,5,10.7,19.2,4.9,10,11,89.9,17.45,2.68,73.15,4.03,1.34,1.35
90815,29,29.3,36.5,"79,525","40,359",37.6,60.2,5,10.7,19.2,4.9,69.35,29.6,52.6,9.68,13.68,39.58,22.32,12.63,2.11
90815,29,29.3,36.5,"79,525","40,359",37.6,60.2,5,10.7,19.2,4.9,86.49,27.6,26.8,6.69,6.33,31.1,41.41,13.92,0.55
90815,29,29.3,36.5,"79,525","40,359",37.6,60.2,5,10.7,19.2,4.9,98.22,18.6,39.3,7.14,24.55,31.7,28.12,6.25,2.24
90815,29,29.3,36.5,"79,525","40,359",37.6,60.2,5,10.7,19.2,4.9,93.16,27.2,23,8.5,10.67,24.33,43.17,12.67,0.66
90822,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
90831,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
90731,29,53.7,59.3,"49,786","61,789",35.9,31.5,6.5,4.5,53,4.5,69.12,18.6,74.2,7.89,5.38,79.93,5.02,0,1.78
90732,28,25.5,31,"84,537","22,408",46.8,56.9,2.4,8.9,25.9,5.9,4.86,7,70.8,14.29,11.9,53.57,14.88,2.98,2.38
90732,28,25.5,31,"84,537","22,408",46.8,56.9,2.4,8.9,25.9,5.9,86.03,24,60.5,8.74,14.29,57.98,12.21,6.1,0.68
90732,28,25.5,31,"84,537","22,408",46.8,56.9,2.4,8.9,25.9,5.9,33.33,21.9,65.7,4.78,2.39,66.96,20.43,5,0.44
90732,28,25.5,31,"84,537","22,408",46.8,56.9,2.4,8.9,25.9,5.9,69.81,24.8,43.1,6.55,4.44,44.61,36.36,6.34,1.7
90744,25,58.2,61.8,"41,578","56,779",28.4,4.5,2.2,2.2,89.5,1.6,,,,,,,,,
90710,28,41.6,47,"54,630","28,667",37.6,19.7,10.1,16.2,48,6,,,,,,,,,
90094,28,25.8,29.7,"96,010","8,568",33.2,44.5,13.6,27.5,7.9,6.5,79.93,25,21,20.49,16.67,17.53,34.2,10.76,0.35
90291,27,38,46.1,"81,025","27,170",37.4,67.1,5,5.2,17.8,4.9,,,,,,,,,
90292,30,38.3,47,"103,319","22,328",40.7,73.6,4.8,8,9,4.6,57.05,19.4,80.9,25,1.55,58.25,9.28,4.64,1.28
90293,29,26.5,35.1,"84,588","12,762",37.4,59.9,8.2,11.9,15.6,4.4,49.82,24.6,60.4,53.46,4.47,21.95,13.41,6.3,0.41
90272,29,19.9,23.8,"157,938","22,927",47.4,85.1,1.3,5.4,4.5,3.7,92.05,22.2,8.3,3.38,6.19,9.38,76.92,3.75,0.38
90272,29,19.9,23.8,"157,938","22,927",47.4,85.1,1.3,5.4,4.5,3.7,97.5,21.1,6.4,1.23,3.49,8.01,79.06,8.01,0.2
90272,29,19.9,23.8,"157,938","22,927",47.4,85.1,1.3,5.4,4.5,3.7,87.51,23,29.5,13.92,9.15,21.33,54.29,0.4,0.91
90057,36,66,68.7,"26,940","49,389",32.4,4.7,4.8,19.7,69.9,0.9,,,,,,,,,
90058,0,66.4,69,"15,988","3,189",37.4,2,11.6,8.3,78.1,0,11.68,21.1,94.5,15.64,2.55,80.36,0.73,0.73,0
90058,0,66.4,69,"15,988","3,189",37.4,2,11.6,8.3,78.1,0,37.24,22.3,94.7,1.63,0,97.56,0.41,0.41,0
90059,32,65.5,68.2,"33,678","47,351",37.4,1,32.6,0.7,64.5,1.2,,,,,,,,,
90061,31,65.4,68.1,"34,566","28,003",27.6,1.1,36.4,0.1,61.7,0.7,,,,,,,,,
90062,35,63.1,66.3,"32,067","33,627",37.4,1.1,35.1,0.8,60.5,2.5,4.98,19.6,91,26.78,0.42,69.46,1.88,0.84,0.62
90064,24,27.7,33.5,"86,573","26,007",38.9,60.5,2.8,18.8,14,3.9,84.73,24.8,24.4,6.74,4,19.16,45.05,24.42,0.63
90064,24,27.7,33.5,"86,573","26,007",38.9,60.5,2.8,18.8,14,3.9,17.05,15.9,84.2,21.35,2.09,71.23,4.41,0.93,0
90065,33,44.5,49.9,"52,794","48,420",37.1,19.2,1.4,14.2,62.8,2.4,,,,,,,,,
90066,27,35.1,43.1,"68,346","59,747",37.1,46.2,4.7,14.2,30.8,4.1,31.4,21.6,80.1,27.02,0.92,54.97,3,12.47,1.62
90066,27,35.1,43.1,"68,346","59,747",37.1,46.2,4.7,14.2,30.8,4.1,60.92,25.3,60.3,3.33,3.03,58.18,32.42,2.73,0.31
90066,27,35.1,43.1,"68,346","59,747",37.1,46.2,4.7,14.2,30.8,4.1,88.13,20.6,22.6,8.76,5.76,29.26,42.17,14.06,0
90066,27,35.1,43.1,"68,346","59,747",37.1,46.2,4.7,14.2,30.8,4.1,51.54,20.7,67,11.65,1.56,68.32,15.91,2.27,0.29
90066,27,35.1,43.1,"68,346","59,747",37.1,46.2,4.7,14.2,30.8,4.1,49.86,25.5,97.5,1.12,0.28,97.48,0.84,0.28,0
90067,0,22.2,26.9,"89,500","2,235",58.9,81.6,0.3,12,1.4,4.7,,,,,,,,,
90068,29,32,40,"73,373","21,726",38.5,72,5.3,7.7,9.6,5.4,84.99,22.9,21.8,3.93,2.18,19.21,64.63,10.04,0.01
90041,31,31.9,39,"64,545","28,651",40.1,30.4,1.2,28.7,37,2.7,,,,,,,,,
90042,32,47.2,52.5,"51,427","63,788",37.4,14.9,2.8,11.6,68.6,2.1,,,,,,,,,
90043,34,56.1,60,"38,738","44,571",40.3,3.7,59.8,1.6,30.7,4.2,,,,,,,,,
90044,35,65.9,68.6,"28,344","94,680",30.2,1.1,36.2,0.4,60.6,1.7,24.81,18.3,84.2,16.14,0.38,81.99,0.75,0.38,0.36
90044,35,65.9,68.6,"28,344","94,680",30.2,1.1,36.2,0.4,60.6,1.7,19.42,15.8,87.5,13.55,0.2,84.26,1.2,0.8,0
90044,35,65.9,68.6,"28,344","94,680",30.2,1.1,36.2,0.4,60.6,1.7,15.42,16.6,85.4,28.92,0.22,69.28,0.9,0.45,0.23
90044,35,65.9,68.6,"28,344","94,680",30.2,1.1,36.2,0.4,60.6,1.7,7.36,26.2,90.3,26.09,0.32,72.93,0.32,0.16,0.18
90045,26,26.4,34.6,"78,082","41,420",35.1,51.2,13.7,12.6,17.2,5.3,72.34,20.5,91.8,10.69,1.63,86.23,0.36,0.91,0.18
90045,26,26.4,34.6,"78,082","41,420",35.1,51.2,13.7,12.6,17.2,5.3,64.12,19.7,65.2,78.04,0.34,13.51,3.72,3.38,1.01
90045,26,26.4,34.6,"78,082","41,420",35.1,51.2,13.7,12.6,17.2,5.3,64.59,20.7,33,31.82,6.53,26.42,26.42,8.81,0
90045,26,26.4,34.6,"78,082","41,420",35.1,51.2,13.7,12.6,17.2,5.3,44.76,23.2,72.2,57.97,2.03,31.9,4.3,3.29,0.51
90046,29,42.3,50.9,"56,337","51,615",38.1,75,3.9,5.6,10,5.5,67.51,23.7,84.3,16.65,19.93,56.14,5.93,0.99,0.36
90046,29,42.3,50.9,"56,337","51,615",38.1,75,3.9,5.6,10,5.5,66.39,23.8,61.9,4.46,3.41,22.31,67.19,2.62,0.01
90046,29,42.3,50.9,"56,337","51,615",38.1,75,3.9,5.6,10,5.5,89.15,21.8,38.3,4.89,21.16,29.68,34.15,9.85,0.27
90046,29,42.3,50.9,"56,337","51,615",38.1,75,3.9,5.6,10,5.5,32.18,22.7,79,11.6,9.4,47.96,28.21,2.51,0.32
90046,29,42.3,50.9,"56,337","51,615",38.1,75,3.9,5.6,10,5.5,84.82,20.8,55.4,6.29,23.05,38.62,27.54,4.19,0.31
90046,29,42.3,50.9,"56,337","51,615",38.1,75,3.9,5.6,10,5.5,18.18,13.8,75.4,36.23,1.45,57.97,1.45,2.9,0
90046,29,42.3,50.9,"56,337","51,615",38.1,75,3.9,5.6,10,5.5,98.62,26.1,11.1,3.06,20.65,3.06,67.5,5.74,0
90047,35,58.2,61.6,"40,528","48,491",37.4,1.2,64.9,0.7,31.1,2.1,49.47,18.4,89,12.77,0.22,84.85,1.08,0.65,0.43
90048,25,36.9,45.6,"72,913","22,860",37.1,77.6,2.3,9.5,7.4,3.2,41.25,28.2,69.2,26.7,10.63,40.33,17.71,3.81,0.82
90048,25,36.9,45.6,"72,913","22,860",37.1,77.6,2.3,9.5,7.4,3.2,57.12,22,54.4,20.21,9.76,40.07,25.78,3.83,0.35
90049,25,26.4,32.8,"116,732","36,362",41.8,80.1,0.7,9.1,6.5,3.6,41.47,25.1,83.8,26.19,9.11,54.04,7.7,2.31,0.65
90049,25,26.4,32.8,"116,732","36,362",41.8,80.1,0.7,9.1,6.5,3.6,94.15,25.6,26.9,12.15,28.42,14.53,38.39,6.51,0
90049,25,26.4,32.8,"116,732","36,362",41.8,80.1,0.7,9.1,6.5,3.6,96.43,25.1,6.5,1.44,8.3,6.86,78.7,4.69,0.01
90049,25,26.4,32.8,"116,732","36,362",41.8,80.1,0.7,9.1,6.5,3.6,87.01,26.4,26.3,12.55,8.09,21.33,54.32,3.07,0.64
90248,26,29.2,35.1,"51,956","10,899",45.5,9.2,15.3,29.8,42.2,3.5,35.19,21.8,89,21.91,6.44,67.4,2.12,1,1.13
90248,26,29.2,35.1,"51,956","10,899",45.5,9.2,15.3,29.8,42.2,3.5,11.65,15.3,87,26.09,2.17,67.39,2.17,2.17,0.01
90248,26,29.2,35.1,"51,956","10,899",45.5,9.2,15.3,29.8,42.2,3.5,34.72,18.2,51.2,55.72,1.49,38.31,1.49,1.99,1
90248,26,29.2,35.1,"51,956","10,899",45.5,9.2,15.3,29.8,42.2,3.5,49.97,23.5,75.8,16.14,6.19,68.93,3.64,3.76,1.34
90071,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
90073,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
90077,29,19.1,22.8,"172,443","8,936",47.8,82,1.2,7.1,6.7,3,98.55,22.9,6.5,3.27,6.97,5.23,77.78,6.1,0.65
90079,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
90089,0,24.8,31.2,"10,625","3,846",19.4,47.7,2.1,33,10.8,6.4,,,,,,,,,
90002,35,65.6,68.3,"30,214","52,856",26.2,0.8,24.3,0.3,74.2,0.4,,,,,,,,,
90003,36,65.7,68.3,"30,016","70,490",26.8,0.5,24.2,0.4,74.1,0.8,18.85,24.5,84.2,20.61,0.28,78.01,0.69,0.28,0.13
90004,32,56.5,62.7,"38,493","62,733",35.8,17.4,3.2,25.4,50.8,3.2,18.19,24,86,0.88,5.41,89.69,2.39,0.75,0.88
90004,32,56.5,62.7,"38,493","62,733",35.8,17.4,3.2,25.4,50.8,3.2,67.71,21.3,82.3,1.95,43.86,49.12,2.92,1.95,0.2
90005,34,65.3,68,"31,214","39,562",37.4,8.5,3.8,33.2,52.8,1.7,28.77,19.7,87.2,2.13,18.4,68.53,8.53,2.13,0.28
90005,34,65.3,68,"31,214","39,562",37.4,8.5,3.8,33.2,52.8,1.7,25.42,20.1,86,2.22,18.1,76.98,1.75,0.48,0.47
90006,35,65.6,68.3,"31,403","62,329",33.5,3.4,2.9,18,74.6,1.1,13.88,20.6,93.4,2.62,1.57,95.02,0.52,0.26,0.01
90006,35,65.6,68.3,"31,403","62,329",33.5,3.4,2.9,18,74.6,1.1,30.34,23.3,87.9,1.77,5.17,89.96,2.22,0.89,0
90006,35,65.6,68.3,"31,403","62,329",33.5,3.4,2.9,18,74.6,1.1,13.87,22.2,93.5,2.31,1.9,94.15,1.22,0.14,0.28
90006,35,65.6,68.3,"31,403","62,329",33.5,3.4,2.9,18,74.6,1.1,33.22,24.6,86.1,2.22,1.18,92.94,2.22,1.18,0.26
90006,35,65.6,68.3,"31,403","62,329",33.5,3.4,2.9,18,74.6,1.1,16.33,22.6,92.4,0.9,0.36,96.57,1.35,0.63,0.19
90007,30,51.1,55.1,"22,646","41,221",37.4,17.3,10,18.5,52.1,2.1,,,,,,,,,
90008,35,60.9,65.7,"36,180","32,359",41.5,2,68.5,3.2,22.2,4.1,8.69,16.5,84,56.77,0.74,41,0.37,0.93,0.19
90008,35,60.9,65.7,"36,180","32,359",41.5,2,68.5,3.2,22.2,4.1,31.92,16,95.1,80.25,0.62,17.9,0.62,0.62,0
90010,28,37.4,46.2,"47,308","3,759",39.5,15.6,1.8,73.7,8.7,0.2,23.02,22.5,88.7,2.84,7.35,84.8,3.26,0.84,0.91
90010,28,37.4,46.2,"47,308","3,759",39.5,15.6,1.8,73.7,8.7,0.2,77.48,20.4,84.9,4.52,42.46,47.74,1.76,2.01,1.51
90011,31,65.6,68.3,"29,889","108,051",27.8,0.5,7.7,0.6,90.4,0.8,,,,,,,,,
90012,28,64.4,67.2,"29,492","33,783",36.6,16.4,11.6,43.3,26,2.7,14.21,18,96,9.52,0.79,88.89,0,0.79,0.01
90012,28,64.4,67.2,"29,492","33,783",36.6,16.4,11.6,43.3,26,2.7,61.54,23.5,73.8,3.03,65.3,26.67,2.27,2.58,0.15
90012,28,64.4,67.2,"29,492","33,783",36.6,16.4,11.6,43.3,26,2.7,95.83,22.9,75.1,6.77,31.24,57.64,2.9,0.58,0.87
90012,28,64.4,67.2,"29,492","33,783",36.6,16.4,11.6,43.3,26,2.7,58.04,23.3,77.1,7.54,8.29,70.53,11.79,1.3,0.55
90012,28,64.4,67.2,"29,492","33,783",36.6,16.4,11.6,43.3,26,2.7,87.95,24.1,72.2,2.49,40.25,47.3,4.98,4.98,0
90013,32,66.1,68.7,"21,120","11,957",43.1,26.1,32.6,16.8,18.2,6.3,,,,,,,,,
90014,31,62.2,67.5,"17,134","7,408",43.2,42.2,19.5,16.2,18,4.1,,,,,,,,,
