zipcode,daily commute time,violent_crime_index,property_crime_index,household income,population,average age,race white percentage,race black percentage,race asian percentage,race hispanic percentage,race other percentage,average score,teacher student ratio,freelunch ratio,ethnic african ratio,ethnic asian ratio,ethnic hispanic ratio,ethnic white student ratio,ethnic two_or_more ratio,ethnic others ratio
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,25.81,22.5,92,8.28,1.78,84.62,4.44,0.89,0
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,19.52,22.1,94.2,3.59,2.81,91.56,1.56,0.31,0.17
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,28.44,22,88,11.2,3.08,82.35,1.96,1.12,0.29
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,14.15,24,95.8,5.15,2.16,87.54,3.65,1.5,0
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,40.27,21.3,79.9,16.19,0.72,74.1,7.91,1.08,0
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,15.09,24,92.5,5.83,6.25,83.33,3.75,0.42,0.42
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,27.81,17.4,86.9,5.97,3.34,86.63,1.91,1.67,0.48
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,9.21,30.5,76.4,4.13,2.89,86.78,4.13,1.65,0.42
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,7.89,4,72.7,18.18,0,78.79,3.03,0,0
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,32.85,22,85.2,10.55,1.52,84.6,2.2,0.83,0.3
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,20.47,25.9,97.9,1.93,2.14,91.43,4.28,0.21,0.01
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,26.54,23.1,89,1.33,1,91.69,4.98,0.66,0.34
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,25.81,22.5,92,8.28,1.78,84.62,4.44,0.89,0
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,19.52,22.1,94.2,3.59,2.81,91.56,1.56,0.31,0.17
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,28.44,22,88,11.2,3.08,82.35,1.96,1.12,0.29
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,14.15,24,95.8,5.15,2.16,87.54,3.65,1.5,0
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,40.27,21.3,79.9,16.19,0.72,74.1,7.91,1.08,0
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,15.09,24,92.5,5.83,6.25,83.33,3.75,0.42,0.42
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,27.81,17.4,86.9,5.97,3.34,86.63,1.91,1.67,0.48
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,9.21,30.5,76.4,4.13,2.89,86.78,4.13,1.65,0.42
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,7.89,4,72.7,18.18,0,78.79,3.03,0,0
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,32.85,22,85.2,10.55,1.52,84.6,2.2,0.83,0.3
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,20.47,25.9,97.9,1.93,2.14,91.43,4.28,0.21,0.01
91768,30,47.9,53.2,"47,177","36,122",37.4,13.4,7.4,7.2,69.6,2.4,15.08,24.8,94.7,1.75,0.53,95.8,1.05,0.35,0.52
91768,30,47.9,53.2,"47,177","36,122",37.4,13.4,7.4,7.2,69.6,2.4,52.13,26.6,83.5,0.87,3.17,93.22,0.72,0.87,1.15
91768,30,47.9,53.2,"47,177","36,122",37.4,13.4,7.4,7.2,69.6,2.4,35.72,19.9,88.3,2.81,1.36,94.38,0.78,0.58,0.09
91768,30,47.9,53.2,"47,177","36,122",37.4,13.4,7.4,7.2,69.6,2.4,96.01,27.1,29.3,2.34,19.24,62.77,11.15,4.32,0.18
91768,30,47.9,53.2,"47,177","36,122",37.4,13.4,7.4,7.2,69.6,2.4,38.38,23.4,87.2,3.01,1.5,90.48,3.51,1.25,0.25
91768,30,47.9,53.2,"47,177","36,122",37.4,13.4,7.4,7.2,69.6,2.4,26.84,23.1,94.1,2.54,0.76,90.59,3.82,2.29,0
91768,30,47.9,53.2,"47,177","36,122",37.4,13.4,7.4,7.2,69.6,2.4,25.98,22.1,92.5,1.77,1.38,94.11,2.36,0.39,0
91768,30,47.9,53.2,"47,177","36,122",37.4,13.4,7.4,7.2,69.6,2.4,30.37,23.3,95.7,2.47,1.15,93.25,2.97,0.16,0
90275,34,9.4,15.4,"120,742","42,606",49.6,56.3,2.6,27.9,7.8,5.4,97.73,24.1,,0.26,40.31,8.53,40.31,10.08,0.51
90275,34,9.4,15.4,"120,742","42,606",49.6,56.3,2.6,27.9,7.8,5.4,38.99,23,67.4,5.07,3.86,65.22,20.77,4.11,0.97
90275,34,9.4,15.4,"120,742","42,606",49.6,56.3,2.6,27.9,7.8,5.4,91.18,25,4.5,1.07,12.8,22.67,52.27,10.93,0.26
90275,34,9.4,15.4,"120,742","42,606",49.6,56.3,2.6,27.9,7.8,5.4,89.93,26.4,6.1,3.25,15.38,17.4,58.14,5.39,0.44
90275,34,9.4,15.4,"120,742","42,606",49.6,56.3,2.6,27.9,7.8,5.4,95.93,24.8,12.1,3.74,28.16,15.8,37.36,14.94,0
90275,34,9.4,15.4,"120,742","42,606",49.6,56.3,2.6,27.9,7.8,5.4,96.17,26.5,2.6,2.52,48.79,6.47,35.31,6.58,0.33
90275,34,9.4,15.4,"120,742","42,606",49.6,56.3,2.6,27.9,7.8,5.4,76.6,26.7,69.3,10.53,11.65,63.76,10.1,2.78,1.18
90275,34,9.4,15.4,"120,742","42,606",49.6,56.3,2.6,27.9,7.8,5.4,98.41,25.7,0.9,0.74,22.74,8.5,60.81,6.84,0.37
90275,34,9.4,15.4,"120,742","42,606",49.6,56.3,2.6,27.9,7.8,5.4,95.41,28,4,1.89,51.68,13.24,24.16,8.82,0.21
90275,34,9.4,15.4,"120,742","42,606",49.6,56.3,2.6,27.9,7.8,5.4,95.59,27.6,2.9,2.04,49.77,8.37,31.9,7.47,0.45
90277,31,26,35.3,"99,398","34,922",42.5,69.8,2,10.3,14.5,3.4,95.15,24.3,7.6,3.08,11.88,20.67,50.15,14.22,0
90277,31,26,35.3,"99,398","34,922",42.5,69.8,2,10.3,14.5,3.4,93.88,26.1,7.9,2.02,8.69,19.19,54.75,15.35,0
90277,31,26,35.3,"99,398","34,922",42.5,69.8,2,10.3,14.5,3.4,92.04,28,9.1,2.25,10.5,17.33,55.17,14,0.75
90277,31,26,35.3,"99,398","34,922",42.5,69.8,2,10.3,14.5,3.4,5.87,4.6,,16.67,0,33.33,50,0,0
90277,31,26,35.3,"99,398","34,922",42.5,69.8,2,10.3,14.5,3.4,20.84,11.6,30.4,1.79,5.36,33.93,50,8.93,0
90277,31,26,35.3,"99,398","34,922",42.5,69.8,2,10.3,14.5,3.4,84.7,25.7,16.4,6.69,10.52,23.37,45.38,12.85,1.19
90277,31,26,35.3,"99,398","34,922",42.5,69.8,2,10.3,14.5,3.4,96.43,25,11.4,2,11.2,19,57.2,10,0.6
90278,29,22.3,31,"104,934","40,808",38.8,58.4,3.4,13.1,18.8,6.3,85.19,24.3,22.5,6.18,10.76,29.18,39.44,13.84,0.6
90278,29,22.3,31,"104,934","40,808",38.8,58.4,3.4,13.1,18.8,6.3,90.4,25.7,16.4,2.38,10.58,21.38,48.16,17.06,0.44
90278,29,22.3,31,"104,934","40,808",38.8,58.4,3.4,13.1,18.8,6.3,95.75,25.5,3.4,1.57,12.85,14.26,55.49,15.67,0.16
90278,29,22.3,31,"104,934","40,808",38.8,58.4,3.4,13.1,18.8,6.3,90.46,23.5,7.7,2.45,15.55,21.6,46.32,13.91,0.17
90278,29,22.3,31,"104,934","40,808",38.8,58.4,3.4,13.1,18.8,6.3,82.82,25.3,20.3,6.43,14.52,28.22,34.23,15.77,0.83
90278,29,22.3,31,"104,934","40,808",38.8,58.4,3.4,13.1,18.8,6.3,85.46,24.6,18.1,3.38,11.49,39.86,32.84,11.35,1.08
91770,29,38.8,44.8,"47,078","63,981",40.9,5,0.3,60.4,33.1,1.2,70.47,24.5,89.5,0.19,50.39,46.71,1.74,0.97,0
91770,29,38.8,44.8,"47,078","63,981",40.9,5,0.3,60.4,33.1,1.2,57.36,26.3,87.8,0.19,58.37,37.26,3.04,0.76,0.38
91770,29,38.8,44.8,"47,078","63,981",40.9,5,0.3,60.4,33.1,1.2,82.37,23.7,72.9,0.2,60.64,34.14,1.41,3.21,0.4
91748,32,27.9,34.7,"60,896","47,114",40.3,9.6,0.7,56.8,30.7,2.2,74.13,25.1,65.2,1.07,45.66,47.13,3.74,2,0.4
91748,32,27.9,34.7,"60,896","47,114",40.3,9.6,0.7,56.8,30.7,2.2,91.17,26,50.7,0.14,68.88,24.64,3.6,2.59,0.15
91748,32,27.9,34.7,"60,896","47,114",40.3,9.6,0.7,56.8,30.7,2.2,39.33,23.5,87.1,1.29,21.08,72.24,2.31,2.83,0.25
91748,32,27.9,34.7,"60,896","47,114",40.3,9.6,0.7,56.8,30.7,2.2,87.23,27.1,55.1,1.33,52.79,40.08,3.7,1.42,0.68
91748,32,27.9,34.7,"60,896","47,114",40.3,9.6,0.7,56.8,30.7,2.2,77.43,27.1,57.4,0.8,56.73,35.42,3.85,2.72,0.48
91748,32,27.9,34.7,"60,896","47,114",40.3,9.6,0.7,56.8,30.7,2.2,31.35,28.2,88.2,1.49,21.08,73.51,1.31,2.61,0
91748,32,27.9,34.7,"60,896","47,114",40.3,9.6,0.7,56.8,30.7,2.2,6.27,14.3,62.8,0,39.53,48.84,11.63,0,0
91748,32,27.9,34.7,"60,896","47,114",40.3,9.6,0.7,56.8,30.7,2.2,72.14,20.8,60.7,1.44,48.92,41.73,4.32,2.64,0.95
91773,34,20.7,27.3,"78,501","34,555",41.7,47.7,3.8,13,30.6,4.9,,,,,,,,,
91340,29,42.1,45.7,"55,217","35,771",31.4,5.6,1.9,1.1,90.2,1.2,48.93,17.2,85.4,5.79,0.8,90.22,2,0.2,0.99
91340,29,42.1,45.7,"55,217","35,771",31.4,5.6,1.9,1.1,90.2,1.2,51.14,22.5,79.3,0.86,1.3,94.6,2.81,0.43,0
91340,29,42.1,45.7,"55,217","35,771",31.4,5.6,1.9,1.1,90.2,1.2,59.75,17.8,90.3,1.52,0.19,95.82,2.09,0.19,0.19
91776,28,39.7,46.5,"48,302","38,322",41.2,8,0.6,63.5,26.6,1.3,20.18,10,72.5,1.96,5.88,74.51,3.92,9.8,3.93
91776,28,39.7,46.5,"48,302","38,322",41.2,8,0.6,63.5,26.6,1.3,67.76,25.5,84.6,0.26,68.93,29.77,0.26,0.78,0
91776,28,39.7,46.5,"48,302","38,322",41.2,8,0.6,63.5,26.6,1.3,90.94,25.3,53.1,0.94,58.11,33.33,4.47,2.65,0.5
91776,28,39.7,46.5,"48,302","38,322",41.2,8,0.6,63.5,26.6,1.3,75.19,22.7,56.9,1.24,54.02,36.12,5.55,3.07,0
91776,28,39.7,46.5,"48,302","38,322",41.2,8,0.6,63.5,26.6,1.3,71.67,23.5,68.8,0.17,73.89,21.5,1.19,3.07,0.18
91776,28,39.7,46.5,"48,302","38,322",41.2,8,0.6,63.5,26.6,1.3,25.09,14.9,72.6,4.62,2.89,50.63,23.2,16.75,1.91
91776,28,39.7,46.5,"48,302","38,322",41.2,8,0.6,63.5,26.6,1.3,27.8,24.1,64.1,1.03,22.22,74.42,1.29,1.03,0.01
91776,28,39.7,46.5,"48,302","38,322",41.2,8,0.6,63.5,26.6,1.3,82.06,28,75.9,0.41,61.82,34.84,1.35,1.13,0.45
91108,30,9.1,15.6,"120,152","13,769",46.1,38.6,0.1,49,9.6,2.7,98.53,21.3,2.3,0.65,65.21,4.85,17.64,10.84,0.81
91108,30,9.1,15.6,"120,152","13,769",46.1,38.6,0.1,49,9.6,2.7,97.84,20.2,4,0.79,56.79,8.3,25.03,8.96,0.13
91108,30,9.1,15.6,"120,152","13,769",46.1,38.6,0.1,49,9.6,2.7,96.08,19.7,3.3,0.71,61.39,7.6,24.93,5,0.37
91108,30,9.1,15.6,"120,152","13,769",46.1,38.6,0.1,49,9.6,2.7,98.92,21,1.1,0.18,52.91,6.53,26.63,13.76,0
91321,30,19.4,29.7,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,70.01,26,82.5,5.12,5.83,80.8,5.55,2.28,0.42
91321,30,19.4,29.7,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,84.71,27.8,23.6,6.47,14.93,39.03,35.07,4.14,0.36
91321,30,19.4,29.7,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,76.3,23.2,43.3,8.77,9.97,55.26,21.5,4.36,0.14
91321,30,19.4,29.7,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,55.45,24.2,91.6,0.48,0.79,94.44,3.49,0.48,0.32
91321,30,19.4,29.7,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,73.56,23.8,60.2,0.38,1.9,67.24,28.57,0.95,0.96
91321,30,19.4,29.7,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,76.78,23.5,29.3,0.93,5.6,52.75,37.54,2.99,0.19
91321,30,19.4,29.7,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,75.51,25,66.4,6.55,6.73,67.64,16.36,2.18,0.54
91321,30,19.4,29.7,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,65.21,25.6,70.4,0.98,3.74,80.81,11.87,2.28,0.32
91321,30,19.4,29.7,"57,654","34,510",33.9,39.6,2.9,7.6,46.6,3.3,87.1,24.2,29.7,1.69,5.08,47.57,41.7,3.65,0.31
91350,35,9.8,17,"97,921","37,149",36.4,56.6,2,10.1,26.1,5.2,25.44,23.5,44.3,4.66,2.33,66.95,22.67,2.75,0.64
91350,35,9.8,17,"97,921","37,149",36.4,56.6,2,10.1,26.1,5.2,90.17,23.3,11,4.29,16.62,28.15,47.32,2.95,0.67
91351,35,8.8,19.5,"70,858","32,661",37.4,45,2.6,7,40.7,4.7,84.37,24.1,33.2,4.32,5.08,50.16,36.69,3.34,0.41
91351,35,8.8,19.5,"70,858","32,661",37.4,45,2.6,7,40.7,4.7,48.25,24.4,81.9,1.36,1.75,87.77,7.96,1.17,0
91351,35,8.8,19.5,"70,858","32,661",37.4,45,2.6,7,40.7,4.7,48.14,27.1,76.4,1.64,1.84,85.66,10.04,0.82,0
91351,35,8.8,19.5,"70,858","32,661",37.4,45,2.6,7,40.7,4.7,63.25,23,30.5,7.46,11.05,58.2,19.61,3.31,0.37
91351,35,8.8,19.5,"70,858","32,661",37.4,45,2.6,7,40.7,4.7,66.61,30.1,62.7,6.83,5.8,61.9,22.15,2.07,1.25
91351,35,8.8,19.5,"70,858","32,661",37.4,45,2.6,7,40.7,4.7,56.82,25.3,80.7,4.6,3.06,78.12,10.94,3.06,0.22
91351,35,8.8,19.5,"70,858","32,661",37.4,45,2.6,7,40.7,4.7,50.46,27.5,61.5,4.42,5.84,65.14,22.56,2.05,0
91351,35,8.8,19.5,"70,858","32,661",37.4,45,2.6,7,40.7,4.7,72.79,22.4,24.4,4.67,6.04,51.1,35.35,2.66,0.18
91351,35,8.8,19.5,"70,858","32,661",37.4,45,2.6,7,40.7,4.7,58.95,23.3,29.4,2.53,10.7,46.89,37.94,1.17,0.77
91354,37,9.6,16.5,"111,098","31,027",38.5,56.1,4.7,17.7,16.2,5.3,85.34,25,7.6,2.33,8.35,31.81,52.69,4.34,0.48
91354,37,9.6,16.5,"111,098","31,027",38.5,56.1,4.7,17.7,16.2,5.3,84.83,25.2,9.6,3.56,14.91,14.91,64.3,2.05,0.27
91354,37,9.6,16.5,"111,098","31,027",38.5,56.1,4.7,17.7,16.2,5.3,92.07,23.7,4.1,3.83,21.09,19.25,48.39,7.36,0.08
91354,37,9.6,16.5,"111,098","31,027",38.5,56.1,4.7,17.7,16.2,5.3,85.73,28,8.1,5.83,21.52,15.7,54.85,1.46,0.64
91354,37,9.6,16.5,"111,098","31,027",38.5,56.1,4.7,17.7,16.2,5.3,94.42,26.7,5,4.26,36.34,17.03,38.53,3.22,0.62
91355,33,10.9,20.1,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,98.55,31.4,8.4,1.47,36.12,22.36,34.64,5.41,0
91355,33,10.9,20.1,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,60.87,26.4,10.7,8.19,27.94,19.33,37.18,6.72,0.64
91355,33,10.9,20.1,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,88.93,27.1,10.2,5.4,25.29,18.97,46.55,3.22,0.57
91355,33,10.9,20.1,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,81.63,21.9,8.3,0.64,6.41,17.95,67.31,7.69,0
91355,33,10.9,20.1,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,91.55,24.3,21.2,1.26,9,34.12,49.13,6.48,0.01
91355,33,10.9,20.1,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,25.16,22.6,85.8,10.86,1.58,75.72,8.8,2.55,0.49
91355,33,10.9,20.1,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,73.99,25.8,16,5.73,14.33,24.64,54.01,0.72,0.57
91355,33,10.9,20.1,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,70.4,22.6,42.5,1.33,1.77,56.64,34.29,5.53,0.44
91355,33,10.9,20.1,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,24.77,13.4,72.8,11.98,1.25,29.2,27.87,25.54,4.16
91355,33,10.9,20.1,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,89.72,24.8,10.6,4.06,17.3,26.61,45.31,6.52,0.2
91355,33,10.9,20.1,"89,596","31,645",38.8,60.4,1.6,11.5,21.7,4.8,93.74,25.1,15.2,1.99,9.82,29.73,49.79,8.11,0.56
91387,39,9.5,21.1,"82,076","43,319",33.9,42.2,5.5,11.3,35.6,5.4,80.2,28.7,39.5,7.05,17.57,41.27,26.05,7.56,0.5
91387,39,9.5,21.1,"82,076","43,319",33.9,42.2,5.5,11.3,35.6,5.4,68.75,25,45.9,6.7,6.7,52.31,29.35,4.47,0.47
91387,39,9.5,21.1,"82,076","43,319",33.9,42.2,5.5,11.3,35.6,5.4,74.41,26,34.3,3.66,8.54,41.46,43.03,2.96,0.35
91387,39,9.5,21.1,"82,076","43,319",33.9,42.2,5.5,11.3,35.6,5.4,78.13,26.4,28.8,4.13,11.61,38.47,40.7,4.93,0.16
91390,39,9.5,16,"105,659","19,521",41.6,66,1.4,5.9,20.5,6.2,,,,,,,,,
90670,31,39,53.2,"51,935","16,642",37.1,11.2,4,5,78.6,1.2,63.84,25.3,66.8,0.83,1.24,94.61,2.7,0.41,0.21
90670,31,39,53.2,"51,935","16,642",37.1,11.2,4,5,78.6,1.2,59.27,21.1,67.3,1.72,1.15,90.48,5.62,0.46,0.57
90670,31,39,53.2,"51,935","16,642",37.1,11.2,4,5,78.6,1.2,59.54,24,62.5,1.62,1.99,90.43,4.87,0.9,0.19
90670,31,39,53.2,"51,935","16,642",37.1,11.2,4,5,78.6,1.2,33.23,21.6,82.7,0.27,0.8,96.01,1.6,0.27,1.05
90670,31,39,53.2,"51,935","16,642",37.1,11.2,4,5,78.6,1.2,67.19,26.9,73.2,1.85,1.64,89.92,6.12,0.17,0.3
90401,27,47.9,62,"60,802","7,485",39.8,64.5,4.2,10.4,16.1,4.8,,,,,,,,,
90402,27,21.2,32.3,"131,607","11,681",37.4,83.2,1.3,5.4,5.7,4.4,98.88,21.5,5.4,2.32,5.67,7.73,72.16,12.11,0.01
90403,27,37.5,50.9,"72,366","24,764",39.2,78.6,2.3,8.7,7.5,2.9,98.17,23.7,4.5,2.72,11.14,8.66,71.04,6.44,0
90403,27,37.5,50.9,"72,366","24,764",39.2,78.6,2.3,8.7,7.5,2.9,93.09,24.9,16.8,5.24,9.35,18.15,60.43,6.55,0.28
90403,27,37.5,50.9,"72,366","24,764",39.2,78.6,2.3,8.7,7.5,2.9,96.14,23.3,11.5,4.53,9.45,10.33,70.78,4.66,0.25
90404,24,45.6,58.5,"65,035","22,586",38.5,51.4,6.7,11.8,26.1,4,89.49,23.5,46.4,2.9,3.35,71.21,21.65,0.45,0.44
90404,24,45.6,58.5,"65,035","22,586",38.5,51.4,6.7,11.8,26.1,4,77.57,22.3,37.1,8.57,8.94,36.5,40.41,5.59,0
90404,24,45.6,58.5,"65,035","22,586",38.5,51.4,6.7,11.8,26.1,4,89.49,23.5,46.4,2.9,3.35,71.21,21.65,0.45,0.44
90404,24,45.6,58.5,"65,035","22,586",38.5,51.4,6.7,11.8,26.1,4,77.57,22.3,37.1,8.57,8.94,36.5,40.41,5.59,0
90405,27,38.2,50.7,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,91.64,23.5,29.8,10.08,6.88,31.84,45.28,5.6,0.32
90405,27,38.2,50.7,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,71.1,21.7,40.8,9.01,4.23,47.98,32.58,5.26,0.94
90405,27,38.2,50.7,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,51.64,20.2,51.1,15.49,2.46,39.44,35.56,6.34,0.71
90405,27,38.2,50.7,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,17.35,15.1,52.6,12.82,0,60.26,20.51,6.41,0
90405,27,38.2,50.7,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,75.37,22.8,7,3.51,2.19,17.54,58.33,17.98,0.45
90405,27,38.2,50.7,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,87.06,21.8,26.9,8.78,8.07,36.44,38.1,8.29,0.32
90405,27,38.2,50.7,"78,756","28,305",40.7,67.2,3.9,9.9,14.5,4.5,77.33,24.4,43.4,10.06,2.98,48.23,31.28,6.33,1.12
91024,30,18.6,24.5,"90,780","11,061",45.8,69.9,1.5,10.5,14.3,3.8,87.78,25.4,17.6,5.29,9.49,24.42,58.63,2.18,0
91024,30,18.6,24.5,"90,780","11,061",45.8,69.9,1.5,10.5,14.3,3.8,77.32,30.5,22.6,7.87,8.7,24.22,54.04,4.14,1.03
90755,32,38.9,54.1,"67,878","11,581",35.2,27.3,12.8,22.4,31.2,6.3,69.36,25.1,80.8,8.98,31.8,47.09,5.1,5.1,1.93
90755,32,38.9,54.1,"67,878","11,581",35.2,27.3,12.8,22.4,31.2,6.3,42.66,25.7,91.3,13.38,21.27,60,1.66,2.29,1.4
90755,32,38.9,54.1,"67,878","11,581",35.2,27.3,12.8,22.4,31.2,6.3,64.11,25.7,90.2,14.64,24.76,52.67,2.05,4.79,1.09
90280,32,53.8,58.4,"43,526","95,420",30.6,2.8,0.6,0.8,95.6,0.2,,,,,,,,,
91030,30,27.6,37.4,"80,479","25,940",39.3,40.8,2.1,30.8,21.4,4.9,97.06,25.4,8.3,0.84,27.07,23.84,31.28,16.83,0.14
91030,30,27.6,37.4,"80,479","25,940",39.3,40.8,2.1,30.8,21.4,4.9,97.08,26.1,12.9,1.58,37.73,20.18,27.57,12.66,0.28
91030,30,27.6,37.4,"80,479","25,940",39.3,40.8,2.1,30.8,21.4,4.9,95.93,23.5,11.3,2.48,33.23,27.17,23.29,13.51,0.32
91030,30,27.6,37.4,"80,479","25,940",39.3,40.8,2.1,30.8,21.4,4.9,96.81,24.1,15.4,1.54,33.88,23.93,30.45,9.95,0.25
91030,30,27.6,37.4,"80,479","25,940",39.3,40.8,2.1,30.8,21.4,4.9,93.63,22.2,15.3,2.22,39.7,24.7,27.52,5.32,0.54
90604,31,30.6,37.4,"65,640","41,369",35.2,26.9,0.5,5.3,64.7,2.6,64.95,28.1,73.8,0.25,2.38,89.74,7.03,0.21,0.39
90605,31,30.8,37.2,"66,706","41,818",33.7,15.8,0.7,3.9,77.3,2.3,,,,,,,,,
91381,36,18.3,25.1,"114,608","20,530",37.2,56.3,3.2,20.5,16.3,3.7,96.73,23.7,9.3,3.66,24.89,18.14,41.35,11.39,0.57
91381,36,18.3,25.1,"114,608","20,530",37.2,56.3,3.2,20.5,16.3,3.7,96.9,24.9,15.7,3.29,26.65,26.43,35.03,7.96,0.64
91381,36,18.3,25.1,"114,608","20,530",37.2,56.3,3.2,20.5,16.3,3.7,95.09,23.7,5.4,3.52,25.49,20,46.42,4.56,0.01
91381,36,18.3,25.1,"114,608","20,530",37.2,56.3,3.2,20.5,16.3,3.7,97.96,24.7,6.7,2.65,24.91,19.09,43.74,9.48,0.13
91381,36,18.3,25.1,"114,608","20,530",37.2,56.3,3.2,20.5,16.3,3.7,95.25,24.8,9.3,4.02,21.79,23,45.96,5.02,0.21
93543,46,41.8,48,"57,588","14,748",33.3,23.5,8.1,0.9,65.8,1.7,,,,,,,,,
91780,31,26.2,32,"63,045","35,184",41.8,19.6,0.9,55.5,22.4,1.6,,,,,,,,,
90290,41,19.5,25.1,"106,750","5,714",43.8,82.6,0.6,2,10.1,4.7,91.73,22.5,7.8,1.37,1.37,12.97,78.5,4.78,1.01
90501,28,37.8,46.4,"59,878","43,008",35.1,23.8,6,23.3,43.2,3.7,7.47,16.5,45.5,4.55,18.18,40.91,27.27,4.55,4.54
90501,28,37.8,46.4,"59,878","43,008",35.1,23.8,6,23.3,43.2,3.7,55.06,22.1,83.4,6.15,15.37,70.52,4.88,1.27,1.81
90501,28,37.8,46.4,"59,878","43,008",35.1,23.8,6,23.3,43.2,3.7,68.55,24.9,37,5.9,17.45,39.62,22.17,12.74,2.12
90501,28,37.8,46.4,"59,878","43,008",35.1,23.8,6,23.3,43.2,3.7,54.51,23.2,44,4.75,14.11,54.33,19.27,6.7,0.84
90501,28,37.8,46.4,"59,878","43,008",35.1,23.8,6,23.3,43.2,3.7,78.58,26.7,39.5,2.1,18.22,40.65,28.97,9.35,0.71
90501,28,37.8,46.4,"59,878","43,008",35.1,23.8,6,23.3,43.2,3.7,15.17,20.3,47.2,5.56,11.81,62.5,15.28,4.86,0
90503,28,24.8,33.6,"77,047","45,349",37.4,41.4,3,38.4,11.8,5.4,94.8,26.3,8.8,2.37,36.65,15.64,31.6,13.27,0.47
90503,28,24.8,33.6,"77,047","45,349",37.4,41.4,3,38.4,11.8,5.4,93.07,24.5,18.1,2.76,49.72,15.61,20.58,10.91,0.42
90503,28,24.8,33.6,"77,047","45,349",37.4,41.4,3,38.4,11.8,5.4,70.5,26,35.1,3.51,21.24,40.8,24.75,9.03,0.67
90503,28,24.8,33.6,"77,047","45,349",37.4,41.4,3,38.4,11.8,5.4,88.5,25.3,22.8,2.91,35.07,23.74,27.57,10.26,0.45
90503,28,24.8,33.6,"77,047","45,349",37.4,41.4,3,38.4,11.8,5.4,81.41,24.8,21.1,3.22,39.02,29.37,18.32,9.23,0.84
90503,28,24.8,33.6,"77,047","45,349",37.4,41.4,3,38.4,11.8,5.4,89.07,26.5,11.3,1.48,35.9,20.33,30.82,11.15,0.32
90503,28,24.8,33.6,"77,047","45,349",37.4,41.4,3,38.4,11.8,5.4,87.42,26.4,22.4,3.89,60.29,16.17,12.18,6.96,0.51
